431,0,64,139,46,0,79,0,0,0,6,0
0,6,3,2,0,0,0,0,0,0,1,0
7,0,31,21,0,0,0,0,3,0,0,0
0,10,339,138,27,31,5,0,4,3,22,0
27,1,20,34,18,0,0,0,1,3,6,0
59,0,45,18,72,6,5,11,0,0,1,0
10,2,2,3,6,0,2,0,1,0,1,0
5,12,150,14,0,8,4,0,0,18,9,0
1456,219,550,2612,121,0,201,0,90,0,45,0
23,9,48,46,9,7,16,0,1,0,24,0
0,8,2,5,0,0,1,0,0,0,0,0
97,15,98,151,51,12,11,17,1,35,5,1
5,1,0,7,2,0,7,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
5,0,29,15,0,2,3,0,0,5,3,0
2,4,1,8,3,0,2,0,0,0,5,0
24,38,12,37,0,0,12,0,0,14,26,0
3,4,11,32,8,9,4,0,4,0,0,0
459,33,204,671,52,0,62,5,42,0,0,0
87,8,64,159,21,0,1,0,11,0,1,0
0,0,2,0,0,0,0,0,0,0,0,0
13,0,206,79,5,21,14,0,0,17,12,0
2,0,1,1,0,0,0,0,0,0,0,0
68,79,48,151,22,18,134,45,0,11,16,0
43,0,419,235,57,56,74,0,0,0,53,0
158,18,120,245,70,1,76,6,10,0,52,0
77,31,48,99,10,0,12,0,0,0,16,0
13,13,53,49,28,0,40,10,0,0,16,1
58,0,27,30,0,1,133,82,0,0,0,0
8,4,26,25,32,0,34,0,0,0,2,0
122,3,19,113,0,0,117,1,7,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0
6,0,1,12,0,0,2,0,0,0,0,0
52,0,7,14,4,0,0,0,0,1,0,0
0,0,2,0,0,0,1,0,1,0,0,0
3,1,0,2,1,0,0,0,0,3,0,0
66,0,49,0,7,0,8,0,4,1,2,0
0,0,13,1,1,0,1,0,0,1,3,0
0,33,3,0,0,0,0,0,0,0,0,0
33,8,22,165,0,15,81,0,1,0,17,0
0,0,3,4,1,0,0,0,0,0,1,0
326,17,42,332,45,0,47,0,21,0,6,1
54,89,76,93,10,0,36,0,1,0,57,0
642,27,173,254,79,48,271,40,0,31,79,0
20,0,13,0,3,1,10,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
150,61,155,188,0,1,45,0,0,36,56,0
66,13,39,92,30,1,18,0,0,5,3,1
11,0,65,23,47,19,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0
56,23,52,23,0,4,54,0,0,10,11,0
163,2,81,163,39,1,82,0,3,0,39,0
19,145,44,51,19,0,1,0,0,2,0,0
185,2,97,220,45,0,43,0,3,0,0,0
0,2,0,1,2,0,121,0,0,0,0,0
205,20,22,117,1,0,138,0,0,4,23,0
3,13,1,7,0,0,7,0,0,0,0,0
194,10,107,216,99,0,33,0,0,0,7,0
511,0,186,627,94,65,176,32,8,1,32,0
5,8,31,1,0,28,15,0,0,0,5,0
362,13,65,210,266,0,21,0,0,0,7,0
0,2,0,0,1,0,0,0,0,1,0,0
53,1,46,85,5,0,28,9,0,0,1,0
31,0,36,27,0,45,27,0,3,0,13,0
490,3,359,390,181,11,355,2,35,25,86,0
3044,56,1103,3384,440,58,758,70,175,221,82,0
704,0,40,375,24,0,86,7,33,0,8,0
391,0,106,109,55,21,169,6,1,0,4,0
0,0,1,0,0,0,0,0,0,0,1,0
756,30,45,487,30,0,170,3,60,246,6,0
49,14,25,141,0,10,16,0,4,16,6,0
115,133,28,13,26,0,22,0,0,0,0,0
25,106,41,241,1,67,68,1,0,0,32,0
361,9,386,940,40,124,791,32,0,0,33,0
25,3,8,13,0,0,2,0,0,0,0,0
34,3,45,72,17,0,19,0,1,0,0,0
1090,20,573,545,60,41,32,7,25,16,35,0
0,1,70,3,2,8,0,0,0,5,7,0
6,9,11,7,0,10,6,0,0,0,6,0
204,61,192,337,39,30,181,0,0,2,47,0
11,50,0,18,5,0,4,3,0,0,8,1
64,11,35,161,17,0,23,5,1,3,0,0
29,0,22,39,10,3,0,0,0,0,0,0
439,36,407,447,108,47,124,1,0,71,54,0
0,3,14,48,8,0,5,2,0,0,2,0
104,23,39,187,97,0,10,0,23,2,4,0
17,5,48,10,27,0,5,0,0,0,3,0
51,0,39,25,79,5,23,1,0,0,30,0
0,1,0,0,0,0,0,0,0,0,0,0
0,9,19,22,62,15,30,0,0,0,26,0
114,0,13,274,140,36,31,0,48,0,14,0
139,6,16,108,0,1,111,0,3,0,0,0
715,1,147,257,174,3,165,1,17,0,28,0
410,0,104,214,53,22,93,7,15,3,1,0
1,2,128,24,7,0,7,0,0,0,18,0
68,0,0,40,8,0,0,1,1,0,0,0
0,0,77,2,5,6,0,0,0,7,0,0
507,48,207,822,31,24,121,0,25,0,4,0
0,0,8,2,0,0,0,0,0,0,0,0
0,14,0,0,0,0,0,0,0,0,0,0
876,0,171,158,17,33,209,4,4,0,23,0
160,24,136,447,46,0,79,6,0,12,0,0
267,29,110,386,106,64,102,7,0,0,16,0
2256,94,157,1013,150,154,564,184,0,549,27,0
348,0,136,315,154,42,190,1,74,0,12,0
406,0,88,369,41,0,126,52,0,0,0,0
274,0,100,347,24,0,55,1,11,2,7,0
214,0,20,382,2,1,50,0,2,2,2,0
34,0,5,20,0,2,0,0,0,0,0,0
1495,87,154,816,127,24,302,38,29,0,3,0
0,0,2,3,0,0,0,0,0,1,0,0
0,4,112,14,3,12,3,0,0,0,15,0
0,7,22,19,0,0,10,0,0,0,2,0
7,10,29,54,9,0,5,0,0,3,3,0
8,9,112,31,8,0,10,0,0,1,8,0
30,46,26,128,13,0,27,8,0,2,10,0
1248,11,444,1793,83,0,194,0,40,2,45,0
507,31,232,894,243,0,157,45,25,0,1,0
1808,59,442,1623,267,28,559,1,60,0,199,0
81,9,22,74,4,0,30,25,0,0,0,0
0,11,280,40,25,0,8,0,0,0,43,0
746,15,222,973,105,0,112,23,46,0,30,0
430,0,87,198,41,0,115,0,0,0,2,0
1,0,14,2,1,0,4,0,0,0,0,0
415,49,111,100,24,48,137,0,0,0,31,0
42,0,0,0,0,0,5,0,0,0,0,0
186,1,87,623,5,95,64,0,97,4,0,0
315,51,73,158,36,18,80,0,0,23,5,0
6,6,14,25,0,4,1,0,0,0,0,0
22,23,52,15,0,0,3,0,7,11,35,0
0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0
10,4,10,8,4,0,10,0,0,0,4,0
482,31,885,1243,1134,90,1193,10,11,21,858,0
67,11,5,63,8,0,52,0,0,9,6,0
0,0,23,8,3,0,3,0,0,0,6,0
47,1,17,51,19,10,1,2,25,0,6,0
0,2,1,0,3,0,1,0,0,0,2,0
33,11,26,44,0,2,18,4,0,0,6,1
79,0,44,91,6,1,29,0,0,2,7,0
16,1,21,35,0,0,2,6,0,0,0,0
97,0,10,43,8,0,14,0,0,0,0,0
39,43,81,168,46,1,9,1,0,0,0,0
48,10,60,166,48,22,18,0,6,0,6,0
286,0,509,404,100,15,348,0,0,0,129,0
133,3,66,156,15,1,6,0,21,0,13,0
311,0,65,254,16,0,49,11,0,0,2,0
0,3,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
53,2,8,10,0,8,47,0,0,0,4,0
0,1,0,0,0,0,0,0,0,0,0,0
447,7,17,149,1,0,10,0,7,2,9,0
79,7,9,0,11,0,7,1,7,0,0,0
56,0,54,70,30,0,26,0,2,0,0,0
294,0,48,43,0,46,39,0,0,15,21,0
8,0,19,70,2,15,0,0,0,0,0,0
146,0,23,47,12,7,71,6,8,2,3,0
32,1,10,6,0,0,10,0,0,0,6,0
0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0
509,0,81,378,48,0,121,26,9,0,7,0
306,33,157,279,55,23,180,20,19,30,58,0
962,126,158,837,36,6,39,18,54,16,23,0
28,0,7,32,11,0,4,0,5,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
58,0,38,56,13,5,21,0,0,0,5,0
11,4,23,116,46,0,0,0,0,0,4,0
637,62,106,237,208,21,107,3,1,25,29,0
181,130,303,498,69,52,172,0,14,33,0,0
558,42,186,1039,37,1,9,23,53,28,0,0
2,0,2,3,0,0,0,0,0,0,1,0
97,3,24,111,15,4,15,0,3,2,1,0
0,0,180,44,7,0,16,2,5,30,27,0
24,0,57,55,3,0,6,3,0,0,0,0
25,0,19,22,10,4,8,0,0,0,8,0
447,7,60,178,118,15,38,0,139,1,41,0
463,3,415,248,44,173,453,4,15,0,49,0
7,0,4,2,0,0,0,0,0,0,0,0
757,5,219,677,35,83,706,36,43,11,61,0
0,1,0,0,0,0,0,0,0,0,0,0
313,6,40,277,48,0,17,0,11,0,3,0
18,0,12,96,0,0,0,0,0,0,0,0
63,0,74,118,109,0,75,0,0,0,3,0
293,23,157,532,56,0,31,0,33,27,4,0
133,0,160,332,37,0,209,15,5,0,31,0
63,7,122,91,4,1,0,0,2,0,2,0
105,0,25,60,22,0,8,0,13,7,12,0
273,8,603,317,60,29,35,0,14,0,28,0
208,0,54,345,50,0,66,17,0,0,4,0
706,36,249,952,92,27,156,53,43,0,142,0
364,31,488,585,23,0,184,1,0,0,52,0
0,0,99,37,9,0,0,0,0,3,5,0
0,0,1,0,0,0,0,0,0,0,0,0
284,8,108,461,51,0,14,6,41,26,0,0
1,1,0,11,10,0,0,0,0,0,0,0
45,15,67,143,16,0,16,0,0,0,4,0
160,9,171,459,68,30,83,0,0,5,32,0
3254,145,844,3428,427,106,627,95,244,206,45,0
1304,450,921,2400,52,14,351,15,88,12,90,0
180,1,82,248,10,17,596,42,0,0,61,0
0,0,4,0,2,0,2,0,0,0,0,0
328,0,75,130,69,0,51,16,0,0,5,0
210,16,0,267,24,17,33,1,32,7,14,0
363,59,164,608,480,67,189,0,23,0,26,0
3,0,11,3,0,1,0,0,0,0,0,0
134,0,34,123,14,0,61,6,0,3,15,0
0,2,90,13,23,0,17,0,0,0,6,0
77,3,54,33,38,5,18,0,0,0,0,6
2,0,7,4,1,4,0,0,0,0,0,0
159,53,115,223,18,2,20,0,0,0,22,0
0,1,0,0,0,0,0,0,0,0,0,0
536,71,151,1033,111,0,135,25,59,3,24,0
9,0,20,28,26,0,0,0,1,1,1,0
209,15,110,179,24,9,144,0,7,0,33,0
319,0,63,388,29,24,96,67,14,0,6,0
33,40,51,94,275,4,26,17,0,6,17,0
316,76,127,146,36,1,125,1,0,0,19,0
78,17,11,93,14,0,4,0,3,0,0,0
328,4,110,355,0,0,4,1,20,30,1,0
5,3,2,3,0,0,0,0,0,0,0,0
3,0,0,0,0,0,2,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0
20,0,650,126,74,67,37,0,0,4,58,0
47,0,67,0,13,16,56,0,0,0,4,2
266,109,194,668,67,0,225,12,7,0,11,0
43,154,67,117,20,19,31,0,0,0,6,0
142,39,68,357,14,9,91,2,0,0,11,0
2,8,46,86,5,0,110,6,0,0,7,0
50,10,10,61,11,0,26,0,5,0,0,0
34,0,19,197,0,0,93,0,0,0,10,0
0,1,0,0,0,0,0,0,0,0,0,0
0,1,3,1,3,0,0,0,0,0,0,0
0,2,0,0,9,0,33,1,4,0,0,0
61,18,36,136,5,2,129,7,0,0,16,0
476,27,290,527,211,18,171,0,0,6,21,0
2,1,0,3,0,0,0,0,0,0,0,0
36,13,22,64,28,0,2,0,0,0,0,0
151,13,98,438,37,7,26,0,44,0,27,0
73,13,62,123,10,20,93,0,2,5,35,0
0,0,115,5,6,6,0,0,0,5,4,0
117,9,55,120,10,12,29,0,9,0,23,0
0,7,132,6,30,48,10,0,0,0,11,0
48,8,250,83,25,23,42,0,0,4,28,0
2,0,18,17,6,0,5,0,0,1,0,0
0,9,1060,267,178,85,22,0,0,0,38,0
2,0,151,33,40,18,6,0,0,0,19,0
0,1,0,1,1,2,1,0,0,0,0,0
30,7,26,64,0,0,1,0,7,0,0,0
0,0,53,9,1,0,7,0,0,0,0,0
89,1,92,54,2,0,0,0,0,0,14,0
39,398,110,106,27,20,109,0,0,37,54,0
0,113,178,99,5,2,22,1,0,0,26,0
12,45,121,128,0,2,16,0,0,0,23,0
142,0,39,99,19,43,12,0,0,0,3,0
10,0,0,13,6,0,0,0,0,0,0,0
0,4,7,8,0,6,8,4,1,0,0,0
9,0,20,54,0,14,7,0,0,0,2,0
139,0,89,230,0,1,20,5,14,1,10,0
446,23,122,502,28,4,147,0,10,0,0,0
0,0,90,15,11,7,7,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0
536,0,258,1308,241,342,527,3,3,0,2,0
19,0,27,60,0,1,13,0,0,0,13,0
87,0,14,11,0,0,11,4,0,7,1,0
15,3,2,36,3,2,6,0,1,0,0,0
37,8,55,105,62,5,34,0,0,0,20,0
0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,2,0,7,1,0,0,0,0
41,0,32,24,25,0,20,3,0,0,6,0
7,0,21,62,0,0,8,3,0,4,0,0
0,0,63,19,0,0,4,0,0,1,5,0
0,2,5,21,1,3,4,0,0,0,3,0
0,1,0,0,0,0,0,0,0,0,0,0
2,0,10,0,12,0,0,0,1,0,3,0
674,65,180,380,87,89,275,18,1,18,5,0
3209,19,354,1195,230,0,115,40,35,0,12,0
0,1,0,0,0,0,0,0,0,0,0,0
15,1,31,21,6,0,3,0,0,0,0,0
0,0,8,4,1,0,1,2,0,0,0,0
80,0,91,108,0,3,31,0,25,23,34,0
18,156,102,186,21,0,30,0,0,0,7,0
1,1,0,3,0,0,0,2,2,0,0,0
66,14,365,1402,53,51,98,0,0,0,15,0
0,2,0,0,0,0,0,0,2,0,0,0
59,0,26,43,4,0,34,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0
382,6,237,258,20,19,62,4,0,12,0,1
25,0,269,158,11,56,55,0,4,3,15,0
83,6,70,121,5,15,0,0,0,0,3,0
32,0,0,33,8,0,0,0,0,0,0,0
74,0,15,23,0,1,31,0,0,0,1,0
0,2,87,73,36,11,26,0,0,2,7,0
27,0,5,9,75,0,4,0,2,0,9,0
23,1,8,14,5,0,2,0,0,0,1,0
25,0,32,13,4,4,7,6,0,6,0,0
0,0,3,0,3,0,2,0,0,0,0,0
116,12,316,146,92,48,156,0,0,0,95,0
0,1,0,0,0,0,0,0,0,0,0,0
14,36,140,177,10,158,171,4,2,0,37,0
31,0,43,92,0,0,6,0,0,0,1,0
377,27,116,570,34,0,23,7,34,2,40,0
0,1,0,0,0,0,0,0,0,0,0,0
85,7,49,157,20,0,80,13,0,12,14,0
2,0,5,14,4,0,0,0,0,6,9,0
0,0,9,4,0,0,1,2,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0
0,0,12,0,0,0,2,0,0,0,0,0
1,4,0,0,3,0,0,0,0,1,0,0
26,108,16,100,6,0,0,0,6,15,0,0
1166,0,123,527,85,0,162,11,8,19,3,0
14,12,0,7,0,0,0,0,0,7,0,0
4,0,15,5,0,0,0,0,0,0,3,0
0,2,1,0,0,0,0,0,0,0,0,0
0,0,15,1,5,0,0,0,0,0,2,0
89,155,229,1497,3,49,175,0,0,0,12,0
0,0,1,0,0,0,0,0,0,0,0,0
11,2,0,12,0,0,0,0,10,0,0,0
0,0,2,0,0,0,0,0,0,0,0,0
0,1,93,23,22,0,0,0,0,0,7,0
0,479,109,226,0,16,100,0,3,29,62,0
25,0,228,124,14,11,138,0,0,0,29,0
0,0,1,0,0,0,0,0,0,0,0,0
0,0,9,26,3,0,10,0,0,0,1,0
0,0,7,28,11,0,5,0,0,0,10,0
7,0,6,0,0,0,1,0,0,0,1,0
311,19,292,525,64,26,83,0,28,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0
385,37,157,547,40,0,135,7,30,20,0,0
5,0,10,13,7,1,1,0,0,0,1,0
0,3,0,0,0,0,5,0,0,1,0,0
235,15,138,278,32,11,86,0,0,0,0,0
83,172,108,254,142,12,143,21,37,0,0,0
24,2,18,13,36,0,14,0,0,0,8,0
55,0,42,149,114,8,4,0,9,0,3,0
5,3,7,9,0,7,0,0,0,0,0,0
0,1,62,11,5,2,6,0,0,1,6,0
580,8,133,405,276,9,148,0,81,13,32,0
47,4,35,39,0,0,16,0,1,0,0,0
707,0,213,714,508,8,311,1,268,19,17,0
27,9,127,106,10,1,39,5,0,0,15,0
11,5,4,16,0,0,2,0,0,0,0,0
279,0,129,453,25,0,7,17,12,0,25,0
46,24,20,117,0,9,27,0,2,0,3,0
3,0,2,7,0,0,6,0,0,0,1,0
288,6,114,441,45,1,91,3,0,0,0,1
0,0,3,0,0,2,0,0,1,1,0,0
0,1,1,8,0,0,0,0,1,0,0,0
35,5,144,101,17,23,77,5,0,0,27,1
15,0,13,19,2,0,9,0,0,0,6,0
19,0,3,17,6,0,0,0,0,0,5,0
0,1,0,0,0,0,0,0,0,0,0,0
97,0,39,59,41,0,11,0,2,0,0,0
3,0,0,5,0,0,0,1,1,0,0,0
21,5,0,1,0,0,0,0,5,0,0,0
0,0,6,0,0,0,2,0,0,0,0,0
0,0,1,0,0,0,3,0,0,0,0,0
691,109,161,943,49,55,115,19,69,84,41,0
460,34,188,1071,199,81,361,19,11,0,27,0
27,3,24,67,4,4,20,0,1,0,2,0
183,11,35,180,16,2,29,0,32,1,0,0
5,0,177,91,11,50,23,6,1,0,39,0
81,0,105,184,22,21,20,0,4,0,5,0
71,3,18,130,0,0,35,0,0,0,0,0
32,5,62,50,11,30,0,0,1,0,1,0
357,34,125,534,126,0,88,0,2,1,31,0
140,0,43,157,36,0,44,0,0,0,11,0
446,0,104,561,103,89,77,7,28,0,21,0
49,0,0,59,0,2,2,0,3,0,0,0
38,0,83,116,26,34,103,0,0,0,6,0
428,15,155,497,46,5,68,18,0,27,10,0
116,0,245,158,83,36,6,0,6,6,0,0
33,0,15,59,30,4,31,3,11,0,0,0
0,6,35,6,11,0,20,13,0,0,29,0
1379,0,220,880,413,208,134,17,33,273,25,0
1150,38,223,966,147,0,242,14,163,121,10,0
363,48,324,342,114,10,221,0,0,54,19,0
155,0,51,168,36,0,28,0,10,0,7,0
1117,0,163,781,108,32,253,14,20,6,10,0
180,7,31,304,10,2,1,0,0,0,0,0
1,1,4,20,0,0,2,0,0,0,0,0
1,4,39,88,14,2,5,0,0,0,4,0
16,0,3,26,0,0,4,5,0,0,2,0
597,3,146,998,87,10,30,21,38,0,6,0
917,66,308,2782,63,149,392,0,46,41,2,0
30,0,13,85,7,7,0,0,5,0,5,0
1,1,0,1,0,0,0,0,0,0,0,0
72,212,26,146,4,0,0,0,15,8,0,0
83,0,18,93,19,0,14,5,0,0,4,0
0,1,1,0,0,0,0,0,0,0,0,0
627,100,127,848,32,0,16,0,77,23,0,0
1988,47,322,1158,148,216,1082,360,45,102,268,2
72,4,53,319,19,158,35,0,0,0,0,0
45,4,1,81,4,0,0,1,8,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
47,3,6,96,55,0,8,0,0,0,0,0
16,0,10,48,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
278,24,106,386,30,0,9,0,43,36,0,0
400,21,167,540,87,8,179,83,41,39,36,0
138,18,161,403,58,20,1,0,2,0,0,0
46,2,4,109,8,0,0,0,10,0,0,0
0,0,1,5,0,0,0,0,0,0,0,0
81,0,61,160,19,4,18,0,5,6,4,0
29,6,36,138,2,0,16,10,0,0,3,0
56,138,47,129,40,22,60,3,21,5,11,0
82,0,14,111,5,0,0,0,0,2,0,0
0,1,0,0,0,0,0,0,0,0,0,0
113,1,20,146,55,0,11,0,15,3,3,0
0,12,10,54,4,6,4,0,0,0,0,0
0,7,3,16,0,0,2,0,9,1,0,0
200,8,43,296,2,0,0,4,5,10,0,0
93,0,1,31,0,2,0,0,0,0,0,0
94,2,67,132,27,0,68,0,0,0,13,0
46,0,106,139,6,21,20,0,0,0,15,0
0,10,3,26,0,13,0,5,0,0,0,0
0,0,0,10,0,22,2,0,0,0,1,0
61,0,21,96,3,0,8,2,7,3,1,0
63,9,23,145,13,27,14,1,0,0,1,0
3299,310,1057,5893,548,2,407,146,223,43,18,0
77,4,48,101,11,0,10,9,3,0,0,0
0,0,0,6,0,0,0,0,0,0,0,0
272,0,3,143,17,4,0,0,69,20,0,0
131,4,1,104,0,13,20,4,17,21,0,0
64,7,32,187,16,0,0,0,9,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
759,52,305,1086,153,0,258,22,16,0,56,0
7,25,10,58,6,0,1,0,0,0,0,0
3,0,0,11,0,0,3,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
464,21,31,677,27,0,3,2,15,136,0,0
27,16,9,89,4,0,2,0,0,0,8,0
584,15,218,894,100,0,0,12,118,6,1,0
1,1,0,0,0,0,0,0,1,0,0,0
1136,37,75,1466,85,0,0,2,526,67,43,0
0,0,0,1,0,0,0,0,0,0,0,0
56,0,32,102,7,0,4,0,6,0,9,0
69,0,39,165,2,0,9,1,9,0,0,0
142,0,45,204,37,4,17,1,0,7,0,0
48,6,16,247,0,0,0,0,27,0,1,0
4,0,6,18,0,4,0,0,2,0,0,0
8,0,3,31,1,0,18,0,1,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0
100,11,11,126,23,0,0,0,0,13,0,0
157,7,167,318,48,13,52,0,28,0,3,0
16,1,12,16,5,0,7,0,0,0,14,0
0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
7,0,1,2,3,0,0,0,0,0,0,0
283,27,214,277,72,18,90,0,3,18,19,1
8,0,0,17,24,0,0,0,0,0,0,0
4,4,7,31,0,0,0,2,18,0,3,0
40,4,9,58,2,0,9,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0
21,4,3,35,7,0,1,0,0,2,0,0
0,1,0,0,0,0,0,0,0,0,0,0
1016,27,159,1039,123,2,111,0,87,44,0,1
1,0,0,1,0,0,0,0,0,0,0,0
3,0,0,12,0,0,0,0,2,0,1,0
0,0,4,7,30,0,0,0,0,0,1,0
0,2,0,0,0,0,0,0,0,0,0,0
293,0,23,255,8,0,0,4,0,6,3,0
26,0,12,22,1,0,3,0,4,0,0,0
14,2,0,4,1,1,0,1,0,0,0,0
25,0,3,6,4,0,0,0,25,1,0,0
0,2,0,0,0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0,0,0,0,0
61,0,22,96,20,6,1,0,22,0,7,0
26,0,5,9,20,0,0,0,2,0,0,0
102,7,16,211,0,5,12,0,12,8,0,0
32,0,7,140,2,0,2,34,13,0,0,0
15,1,0,35,3,0,0,0,0,0,0,0
8,0,0,20,0,0,1,0,6,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,5,0,2,0,0,0,0,0,0
19,13,26,99,5,0,2,9,8,0,6,0
153,8,45,208,12,0,6,15,14,8,2,0
749,0,289,1154,645,134,180,54,10,26,10,0
482,1,247,768,150,41,210,8,6,0,69,0
57,7,34,86,0,0,0,0,8,0,45,0
94,0,43,84,38,9,59,0,0,0,13,0
0,0,0,1,0,0,0,0,0,0,0,0
4,1,0,8,0,0,0,0,4,0,1,0
386,58,233,604,57,0,40,0,73,0,28,0
0,0,0,1,0,0,0,0,0,0,0,0
2497,172,755,3494,468,24,332,73,135,10,58,0
331,73,259,666,6,1,127,0,8,0,0,0
21,0,0,35,0,0,0,0,17,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
155,0,45,182,16,0,23,0,10,0,0,0
12,13,39,99,3,20,27,0,0,0,14,0
10,4,6,7,7,14,2,0,6,0,0,0
193,9,101,306,40,0,26,0,41,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0
1409,4,427,1209,280,13,235,4,55,4,67,0
59,0,14,58,15,2,3,0,0,1,0,0
22,0,16,62,1,20,0,0,0,0,0,0
50,2,3,77,0,0,3,2,10,0,0,0
3,8,0,17,0,0,0,0,0,0,2,0
89,0,14,90,5,0,52,0,1,0,0,0
3,0,0,8,1,0,1,0,3,0,0,0
86,0,49,117,12,84,23,0,0,0,3,0
0,1,0,0,0,0,0,0,0,0,0,0
66,4,14,71,0,1,0,0,0,0,0,0
464,18,144,765,35,161,136,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0
250,0,17,226,8,0,0,0,35,0,0,0
57,0,40,1110,0,0,48,10,45,0,7,0
2,0,13,122,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,0,0
35,2,3,14,57,0,0,0,0,0,0,0
0,5,0,0,0,0,0,0,0,0,0,0
21,3,22,143,0,2,17,21,7,7,0,0
12,0,5,40,0,0,5,0,2,1,1,0
54,0,7,219,2,0,3,0,5,2,0,0
0,2,0,0,0,0,0,0,0,0,0,0
